,is_smsing,safe_info,domain_old_info,is_ip,url_length,number_of_subdomains,is_https,special_characters,tlds_blackist,make_redirection,is_suspended,count_dictionary,creation_year,creation_month,creation_day,updated_year,updated_month,updated_day,days_difference,Predicted_is_smsing
80,1,0,0,1,48,2,0,1,0,0,,6,,,,,,,,1
81,1,0,0,0,25,0,0,0,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
82,1,0,0,0,25,0,0,0,1,0,0.0,2,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
83,1,0,0,0,20,0,0,0,0,0,1.0,8,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,1
84,1,0,0,1,48,2,0,1,0,0,,6,,,,,,,,0
85,1,0,0,0,36,0,0,0,1,0,0.0,4,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
86,1,0,0,0,25,0,0,0,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
87,1,0,0,0,25,0,0,0,1,0,0.0,4,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
88,1,0,0,1,48,2,0,1,0,0,,3,,,,,,,,1
89,1,0,0,1,34,2,0,0,0,1,,5,,,,,,,,1
90,1,0,0,0,50,0,0,1,1,0,0.0,6,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
91,1,0,0,0,25,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
92,1,0,0,0,36,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
93,1,0,0,1,48,2,0,1,0,0,,6,,,,,,,,1
94,1,0,0,0,36,0,0,0,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
95,1,0,0,1,22,2,0,0,0,0,,4,,,,,,,,1
96,1,0,0,1,22,2,0,0,0,0,,7,,,,,,,,0
97,1,0,0,0,36,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
98,1,0,0,0,36,0,0,0,1,0,0.0,6,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
99,1,0,0,0,36,0,0,0,1,0,0.0,4,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
100,1,0,0,1,48,2,0,1,0,0,,8,,,,,,,,1
101,1,0,0,1,48,2,0,1,0,0,,7,,,,,,,,1
102,1,0,0,0,36,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
103,1,0,0,0,50,0,0,1,1,0,0.0,4,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
104,1,0,0,1,48,2,0,1,0,0,,4,,,,,,,,1
105,1,0,0,0,20,0,0,0,0,0,1.0,7,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,1
106,1,0,0,0,25,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
107,1,0,0,0,36,0,0,0,1,0,0.0,3,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
108,1,0,0,1,48,2,0,1,0,0,,7,,,,,,,,1
109,1,0,0,0,25,0,0,0,1,0,0.0,6,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
110,1,0,0,1,34,2,0,0,0,1,,2,,,,,,,,1
111,1,0,0,1,34,2,0,0,0,1,,5,,,,,,,,0
112,1,0,0,1,48,2,0,1,0,0,,5,,,,,,,,1
113,1,0,0,0,36,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
114,1,0,0,1,22,2,0,0,0,0,,6,,,,,,,,1
115,1,0,0,0,20,0,0,0,0,0,1.0,7,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,1
116,1,0,0,0,36,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
117,1,0,0,1,48,2,0,1,0,0,,6,,,,,,,,1
118,1,0,0,1,48,2,0,1,0,0,,7,,,,,,,,1
119,1,0,0,0,20,0,0,0,0,0,1.0,8,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,1
120,1,0,0,0,50,0,0,1,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
121,1,0,0,1,22,2,0,0,0,0,,6,,,,,,,,1
122,1,0,0,1,22,2,0,0,0,0,,5,,,,,,,,0
123,1,0,0,0,20,0,0,0,0,0,1.0,3,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,1
124,1,0,0,0,50,0,0,1,1,0,0.0,4,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
125,1,0,0,0,20,0,0,0,0,0,1.0,5,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,0
126,1,0,0,1,22,2,0,0,0,0,,4,,,,,,,,1
127,1,0,0,1,34,2,0,0,0,1,,5,,,,,,,,1
128,1,0,0,1,34,2,0,0,0,1,,7,,,,,,,,1
129,1,0,0,1,48,2,0,1,0,0,,6,,,,,,,,1
130,1,0,0,1,34,2,0,0,0,1,,5,,,,,,,,1
131,1,0,0,1,48,2,0,1,0,0,,4,,,,,,,,0
132,1,0,0,0,25,0,0,0,1,0,0.0,4,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
133,1,0,0,0,20,0,0,0,0,0,1.0,7,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,1
134,1,0,0,1,48,2,0,1,0,0,,5,,,,,,,,0
135,1,0,0,1,48,2,0,1,0,0,,4,,,,,,,,0
136,1,0,0,0,25,0,0,0,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
137,1,0,0,1,34,2,0,0,0,1,,7,,,,,,,,1
138,1,0,0,1,48,2,0,1,0,0,,8,,,,,,,,1
139,1,0,0,0,50,0,0,1,1,0,0.0,8,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
140,1,0,0,1,34,2,0,0,0,1,,6,,,,,,,,0
141,1,0,0,1,22,2,0,0,0,0,,9,,,,,,,,1
142,1,0,0,0,25,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
143,1,0,0,1,48,2,0,1,0,0,,8,,,,,,,,0
144,1,0,0,0,50,0,0,1,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
145,1,0,0,1,34,2,0,0,0,1,,5,,,,,,,,0
146,1,0,0,1,48,2,0,1,0,0,,9,,,,,,,,0
147,1,0,0,0,36,0,0,0,1,0,0.0,3,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
148,1,0,0,0,20,0,0,0,0,0,1.0,8,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,0
149,1,0,0,1,22,2,0,0,0,0,,5,,,,,,,,0
150,1,0,0,0,36,0,0,0,1,0,0.0,6,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
151,1,0,0,1,34,2,0,0,0,1,,8,,,,,,,,1
152,1,0,0,0,36,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
153,1,0,0,0,20,0,0,0,0,0,1.0,3,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,0
154,1,0,0,0,20,0,0,0,0,0,1.0,7,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,1
155,1,0,0,0,20,0,0,0,0,0,1.0,7,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,0
156,1,0,0,0,20,0,0,0,0,0,1.0,8,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,1
157,1,0,0,0,50,0,0,1,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
158,1,0,0,1,34,2,0,0,0,1,,7,,,,,,,,0
159,1,0,0,1,48,2,0,1,0,0,,9,,,,,,,,1
160,1,0,0,1,22,2,0,0,0,0,,7,,,,,,,,1
161,1,0,0,0,25,0,0,0,1,0,0.0,4,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
162,1,0,0,1,34,2,0,0,0,1,,6,,,,,,,,1
163,1,0,0,0,20,0,0,0,0,0,1.0,2,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,1
164,1,0,0,0,20,0,0,0,0,0,1.0,6,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,1
165,1,0,0,0,25,0,0,0,1,0,0.0,4,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
166,1,0,0,0,36,0,0,0,1,0,0.0,9,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
167,1,0,0,1,22,2,0,0,0,0,,5,,,,,,,,0
168,1,0,0,0,20,0,0,0,0,0,1.0,5,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,0
169,1,0,0,0,36,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
170,1,0,0,0,50,0,0,1,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
171,1,0,0,0,50,0,0,1,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
172,1,0,0,0,50,0,0,1,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
173,1,0,0,0,36,0,0,0,1,0,0.0,6,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
174,1,0,0,0,36,0,0,0,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
175,1,0,0,0,20,0,0,0,0,0,1.0,6,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,0
176,1,0,0,1,22,2,0,0,0,0,,6,,,,,,,,0
177,1,0,0,1,34,2,0,0,0,1,,9,,,,,,,,0
178,1,0,0,0,36,0,0,0,1,0,0.0,6,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
179,1,0,0,0,36,0,0,0,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
180,1,0,0,0,36,0,0,0,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
181,1,0,0,1,22,2,0,0,0,0,,3,,,,,,,,1
182,1,0,0,0,50,0,0,1,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
183,1,0,0,1,22,2,0,0,0,0,,5,,,,,,,,1
184,1,0,0,0,20,0,0,0,0,0,1.0,4,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,0
185,1,0,0,0,36,0,0,0,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
186,1,0,0,0,36,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
187,1,0,0,0,36,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
188,1,0,0,0,20,0,0,0,0,0,1.0,4,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,0
189,1,0,0,0,20,0,0,0,0,0,1.0,8,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,1
190,1,0,0,1,48,2,0,1,0,0,,4,,,,,,,,1
191,1,0,0,0,36,0,0,0,1,0,0.0,6,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
192,1,0,0,0,50,0,0,1,1,0,0.0,4,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
193,1,0,0,0,25,0,0,0,1,0,0.0,6,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
194,1,0,0,1,34,2,0,0,0,1,,8,,,,,,,,1
195,1,0,0,1,48,2,0,1,0,0,,7,,,,,,,,1
196,1,0,0,0,25,0,0,0,1,0,0.0,6,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
197,1,0,0,0,36,0,0,0,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
198,1,0,0,0,36,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
199,1,0,0,0,36,0,0,0,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
200,1,0,0,0,25,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
201,1,0,0,1,22,2,0,0,0,0,,6,,,,,,,,0
202,1,0,0,0,36,0,0,0,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
203,1,0,0,1,34,2,0,0,0,1,,6,,,,,,,,1
204,1,0,0,1,22,2,0,0,0,0,,5,,,,,,,,1
205,1,0,0,1,34,2,0,0,0,1,,2,,,,,,,,0
206,1,0,0,1,48,2,0,1,0,0,,8,,,,,,,,0
207,1,0,0,0,25,0,0,0,1,0,0.0,3,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
208,1,0,0,1,22,2,0,0,0,0,,7,,,,,,,,0
209,1,0,0,1,22,2,0,0,0,0,,8,,,,,,,,1
210,1,0,0,0,50,0,0,1,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
211,1,0,0,1,22,2,0,0,0,0,,7,,,,,,,,1
212,1,0,0,0,20,0,0,0,0,0,1.0,6,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,1
213,1,0,0,0,50,0,0,1,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
214,1,0,0,1,48,2,0,1,0,0,,3,,,,,,,,1
215,1,0,0,1,48,2,0,1,0,0,,4,,,,,,,,1
216,1,0,0,0,50,0,0,1,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
217,1,0,0,0,50,0,0,1,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
218,1,0,0,1,22,2,0,0,0,0,,6,,,,,,,,0
219,1,0,0,0,36,0,0,0,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
220,1,0,0,0,25,0,0,0,1,0,0.0,4,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
221,1,0,0,1,48,2,0,1,0,0,,2,,,,,,,,1
222,1,0,0,0,25,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
223,1,0,0,1,34,2,0,0,0,1,,7,,,,,,,,0
224,1,0,0,1,48,2,0,1,0,0,,7,,,,,,,,1
225,1,0,0,0,36,0,0,0,1,0,0.0,8,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
226,1,0,0,0,25,0,0,0,1,0,0.0,6,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
227,1,0,0,0,50,0,0,1,1,0,0.0,6,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
228,1,0,0,1,22,2,0,0,0,0,,7,,,,,,,,1
229,1,0,0,0,50,0,0,1,1,0,0.0,8,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
230,1,0,0,0,36,0,0,0,1,0,0.0,4,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
231,1,0,0,0,50,0,0,1,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
232,1,0,0,0,36,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
233,1,0,0,1,48,2,0,1,0,0,,8,,,,,,,,0
234,1,0,0,0,50,0,0,1,1,0,0.0,4,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
235,1,0,0,1,22,2,0,0,0,0,,8,,,,,,,,1
236,1,0,0,0,25,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
237,1,0,0,0,25,0,0,0,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
238,1,0,0,0,36,0,0,0,1,0,0.0,3,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
239,1,0,0,1,34,2,0,0,0,1,,4,,,,,,,,1
240,1,0,0,0,50,0,0,1,1,0,0.0,4,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
241,1,0,0,1,22,2,0,0,0,0,,6,,,,,,,,0
242,1,0,0,1,48,2,0,1,0,0,,6,,,,,,,,1
243,1,0,0,0,36,0,0,0,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
244,1,0,0,0,20,0,0,0,0,0,1.0,6,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,0
245,1,0,0,0,25,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
246,1,0,0,0,25,0,0,0,1,0,0.0,8,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
247,1,0,0,0,20,0,0,0,0,0,1.0,5,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,0
248,1,0,0,0,50,0,0,1,1,0,0.0,6,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
249,1,0,0,0,25,0,0,0,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
250,1,0,0,0,20,0,0,0,0,0,1.0,5,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,1
251,1,0,0,1,48,2,0,1,0,0,,5,,,,,,,,1
252,1,0,0,1,34,2,0,0,0,1,,7,,,,,,,,0
253,1,0,0,0,50,0,0,1,1,0,0.0,9,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
254,1,0,0,0,50,0,0,1,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
255,1,0,0,1,34,2,0,0,0,1,,5,,,,,,,,1
256,1,0,0,1,22,2,0,0,0,0,,5,,,,,,,,1
257,1,0,0,1,48,2,0,1,0,0,,5,,,,,,,,1
258,1,0,0,0,36,0,0,0,1,0,0.0,5,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
259,1,0,0,0,25,0,0,0,1,0,0.0,8,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
260,1,0,0,0,20,0,0,0,0,0,1.0,7,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,1
261,1,0,0,0,36,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
262,1,0,0,0,50,0,0,1,1,0,0.0,6,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
263,1,0,0,0,25,0,0,0,1,0,0.0,4,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,0
264,1,0,0,1,34,2,0,0,0,1,,7,,,,,,,,1
265,1,0,0,1,22,2,0,0,0,0,,6,,,,,,,,0
266,1,0,0,1,22,2,0,0,0,0,,7,,,,,,,,1
267,1,0,0,1,34,2,0,0,0,1,,5,,,,,,,,0
268,1,0,0,0,25,0,0,0,1,0,0.0,8,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
269,1,0,0,1,22,2,0,0,0,0,,9,,,,,,,,1
270,1,0,0,0,36,0,0,0,1,0,0.0,9,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
271,1,0,0,0,36,0,0,0,1,0,0.0,6,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
272,1,0,0,0,36,0,0,0,1,0,0.0,7,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
273,1,0,0,1,48,2,0,1,0,0,,6,,,,,,,,0
274,1,0,0,0,25,0,0,0,1,0,0.0,3,2023.0,5.0,30.0,2023.0,6.0,4.0,5.0,1
275,1,0,0,0,20,0,0,0,0,0,1.0,6,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,1
276,1,0,0,0,20,0,0,0,0,0,1.0,6,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,1
277,1,0,0,0,20,0,0,0,0,0,1.0,9,2023.0,9.0,12.0,2023.0,10.0,7.0,25.0,0
